,BusinessYear,StateCode,Age,IndividualRate
929723,2014,GA,44,44.51
775431,2014,FL,54,14.99
168098,2014,AZ,36,266.54
800542,2014,FL,49,24.25
527148,2014,FL,55,595.32
195926,2014,AZ,35,304.93
438674,2014,FL,52,525.43
607365,2014,FL,64,27.6
641115,2014,FL,35,16.92
806141,2014,FL,36,30.11
754789,2014,FL,0-20,29.35
293554,2014,FL,30,351.15
889762,2014,GA,40,1040.0
563791,2014,FL,54,31.13
362113,2014,FL,40,299.71
803307,2014,FL,54,24.06
384349,2014,FL,26,194.82
100540,2014,AZ,28,272.11
225137,2014,AZ,50,27.22
48949,2014,AL,52,625.05
656449,2014,FL,0-20,35.45
307658,2014,FL,44,306.21
497235,2014,FL,42,276.13
859470,2014,GA,21,251.3
674864,2014,FL,35,12.1
659747,2014,FL,59,15.8
597026,2014,FL,29,19.86
512313,2014,FL,49,9999.0
981475,2014,IN,46,22.89
919306,2014,GA,59,26.35
366458,2014,FL,50,605.0
82879,2014,AL,29,23.89
446118,2014,FL,51,531.8
235457,2014,FL,42,99.0
490312,2014,FL,65 and over,811.76
1004068,2014,IN,33,21.04
800739,2014,FL,62,24.06
295712,2014,FL,51,513.49
700987,2014,FL,58,520.78
203086,2014,AZ,31,214.57
667722,2014,FL,44,24.5
275697,2014,FL,39,336.22
464851,2014,FL,42,325.51
876503,2014,GA,27,28.2
589525,2014,FL,48,21.17
203928,2014,AZ,57,570.84
1033461,2014,IN,58,788.09
8318,2014,AK,24,298.0
1013812,2014,IN,21,383.08
1018074,2014,IN,35,26.24
833672,2014,FL,29,54.95
1041525,2014,IN,24,252.23
385174,2014,FL,24,264.96
1032433,2014,IN,32,365.8
12054,2014,AL,30,999999.0
683534,2014,FL,57,12.61
291026,2014,FL,54,803.91
1036326,2014,IN,24,391.58
649432,2014,FL,53,20.14
877584,2014,GA,61,10.92
558539,2014,FL,61,31.22
134035,2014,AZ,55,411.23
719572,2014,FL,49,665.07
955906,2014,IN,45,427.37
653970,2014,FL,22,17.26
364162,2014,FL,52,577.33
285201,2014,FL,40,346.83
242355,2014,FL,40,99.99
1001812,2014,IN,37,488.46
196343,2014,AZ,47,334.61
78667,2014,AL,59,46.46
987978,2014,IN,64,20.48
755786,2014,FL,51,32.49
35551,2014,AL,61,726.5
1016905,2014,IN,34,27.88
659193,2014,FL,58,29.57
254246,2014,FL,65 and over,643.78
958367,2014,IN,31,346.37
294572,2014,FL,33,317.38
670721,2014,FL,26,17.26
475065,2014,FL,44,323.0
35970,2014,AL,53,570.66
17743,2014,AL,39,16.55
558204,2014,FL,40,20.61
62982,2014,AL,64,717.27
464404,2014,FL,55,547.22
516971,2014,FL,32,349.65
33720,2014,AL,63,786.11
1003837,2014,IN,61,865.49
200096,2014,AZ,65 and over,598.29
828900,2014,FL,41,54.95
149553,2014,AZ,39,326.48
235300,2014,FL,23,99.0
511071,2014,FL,32,18.44
212131,2014,AZ,38,374.91
470261,2014,FL,24,224.78
263716,2014,FL,52,655.24
896754,2014,GA,55,24.67
294855,2014,FL,37,426.45
747142,2014,FL,36,371.57
760798,2014,FL,49,14.99
678560,2014,FL,51,12.61
438139,2014,FL,39,376.91
517280,2014,FL,48,9999.0
94484,2014,AZ,60,40.61
907552,2014,GA,41,19.19
1021076,2014,IN,42,498.31
568763,2014,FL,36,16.33
876683,2014,GA,25,17.09
87650,2014,AL,23,24.08
929716,2014,GA,37,44.51
14772,2014,AL,39,287.28
187068,2014,AZ,26,214.16
830355,2014,FL,24,54.95
562448,2014,FL,61,24.96
709186,2014,FL,42,348.15
522011,2014,FL,22,309.33
945041,2014,GA,60,588.0
433213,2014,FL,44,409.51
844312,2014,GA,43,280.54
1043597,2014,IN,29,426.72
998535,2014,IN,40,28.13
249586,2014,FL,56,495.03
825738,2014,FL,53,26.95
547466,2014,FL,55,27.87
760987,2014,FL,54,17.99
274312,2014,FL,39,426.49
159652,2014,AZ,64,502.25
524628,2014,FL,65 and over,701.91
903545,2014,GA,22,31.9
69393,2014,AL,57,817.03
188823,2014,AZ,55,503.09
848099,2014,GA,27,272.64
75335,2014,AL,39,46.46
29688,2014,AL,53,641.65
980312,2014,IN,26,20.19
958456,2014,IN,49,524.44
962684,2014,IN,35,282.84
188153,2014,AZ,59,445.04
55013,2014,AL,50,653.98
761695,2014,FL,26,14.99
858724,2014,GA,57,655.33
838061,2014,GA,48,25.69
738048,2014,FL,63,15.35
720871,2014,FL,62,994.41
550992,2014,FL,24,23.21
759946,2014,FL,25,227.17
959002,2014,IN,57,759.47
146836,2014,AZ,36,415.61
133723,2014,AZ,23,184.14
916420,2014,GA,25,20.56
193759,2014,AZ,45,310.82
520482,2014,FL,39,297.16
318007,2014,FL,21,203.57
250072,2014,FL,54,664.57
633562,2014,FL,30,27.78
459217,2014,FL,0-20,190.15
358624,2014,FL,43,331.15
176497,2014,AZ,28,201.6
514662,2014,FL,27,257.73
405930,2014,FL,24,305.68
651379,2014,FL,61,24.85
806684,2014,FL,27,30.35
197928,2014,AZ,29,217.38
850946,2014,GA,45,300.84
1032014,2014,IN,30,351.03
254886,2014,FL,31,454.51
919099,2014,GA,36,26.35
657353,2014,FL,58,29.57
776902,2014,FL,53,21.99
1004772,2014,IN,44,598.7
147222,2014,AZ,54,615.3
55461,2014,AL,24,298.73
460204,2014,FL,41,216.74
461705,2014,FL,24,195.16
859335,2014,GA,24,242.9
405440,2014,FL,40,370.74
610325,2014,FL,34,22.88
263704,2014,FL,51,585.57
1010038,2014,IN,44,607.5
155028,2014,AZ,40,338.36
634656,2014,FL,25,28.66
901776,2014,GA,36,22.63
875824,2014,GA,55,15.71
629140,2014,FL,27,17.26
338931,2014,FL,41,283.83
385981,2014,FL,60,488.9
878791,2014,GA,21,44.67
999716,2014,IN,0-20,13.6
230877,2014,AZ,25,9.81
975757,2014,IN,26,288.18
510313,2014,FL,56,27.47
821372,2014,FL,57,54.51
400272,2014,FL,39,325.0
327748,2014,FL,61,749.02
408329,2014,FL,23,33.47
95066,2014,AZ,44,55.39
943240,2014,GA,60,580.0
485130,2014,FL,35,264.39
140686,2014,AZ,50,0.0
589614,2014,FL,0-20,20.72
1014589,2014,IN,35,386.46
438527,2014,FL,36,360.67
104974,2014,AZ,41,331.62
82953,2014,AL,0-20,19.42
552968,2014,FL,51,23.51
170085,2014,AZ,45,448.92
840434,2014,GA,29,25.89
729997,2014,FL,60,755.69
988367,2014,IN,29,20.48
26890,2014,AL,32,23.14
669063,2014,FL,25,17.26
718836,2014,FL,40,505.76
282064,2014,FL,35,341.58
1038999,2014,IN,50,380.05
234513,2014,FL,64,99.0
383937,2014,FL,50,358.27
354289,2014,FL,38,298.48
581109,2014,FL,21,23.21
137010,2014,AZ,63,618.53
443140,2014,FL,43,476.55
11447,2014,AL,62,999999.0
643552,2014,FL,57,27.04
621241,2014,FL,34,16.92
682782,2014,FL,41,15.13
453059,2014,FL,26,268.1
925008,2014,GA,21,245.31
361002,2014,FL,36,326.3
778978,2014,FL,59,15.99
608583,2014,FL,40,22.88
932596,2014,GA,47,481.0
930212,2014,GA,27,21.78
112559,2014,AZ,40,394.84
991067,2014,IN,24,0.0
993631,2014,IN,58,28.13
240219,2014,FL,0-20,23.76
169127,2014,AZ,53,434.46
627133,2014,FL,36,17.98
509459,2014,FL,30,17.98
121798,2014,AZ,48,434.62
594569,2014,FL,56,38.03
936077,2014,GA,53,474.0
827334,2014,FL,39,32.88
764037,2014,FL,22,21.99
986166,2014,IN,32,0.0
840942,2014,GA,31,17.7
496670,2014,FL,29,245.64
139566,2014,AZ,58,520.72
849041,2014,GA,32,455.51
1005548,2014,IN,58,20.62
971742,2014,IN,65 and over,584.01
425277,2014,FL,25,33.47
262615,2014,FL,44,447.78
34042,2014,AL,36,315.34
698811,2014,FL,37,317.31
795958,2014,FL,65 and over,24.06
430602,2014,FL,47,33.47
441992,2014,FL,53,522.93
801572,2014,FL,21,29.92
310819,2014,FL,61,668.45
801206,2014,FL,23,29.92
83945,2014,AL,56,23.26
784544,2014,FL,59,15.99
748588,2014,FL,29,34.92
211781,2014,AZ,42,399.61
380488,2014,FL,27,254.59
305491,2014,FL,65 and over,483.73
788534,2014,FL,47,29.68
382569,2014,FL,56,524.17
504282,2014,FL,51,23.23
438454,2014,FL,28,277.87
378129,2014,FL,44,362.38
638714,2014,FL,30,17.98
619423,2014,FL,45,38.94
213977,2014,AZ,39,368.1
532787,2014,FL,63,37.58
300882,2014,FL,60,879.71
178849,2014,AZ,39,275.1
795859,2014,FL,58,30.11
806444,2014,FL,63,24.25
265427,2014,FL,24,325.44
202292,2014,AZ,62,643.75
741364,2014,FL,29,15.35
808642,2014,FL,53,24.25
426639,2014,FL,58,24.61
340015,2014,FL,31,196.82
485119,2014,FL,24,216.36
681547,2014,FL,48,19.05
438491,2014,FL,32,346.89
236765,2014,FL,62,99.0
994945,2014,IN,38,0.0
215419,2014,AZ,32,306.35
962920,2014,IN,31,341.68
584854,2014,FL,34,13.96
683733,2014,FL,26,12.1
3741,2014,AK,28,464.43
551956,2014,FL,33,17.22
158338,2014,AZ,38,49.55
786665,2014,FL,64,30.11
197271,2014,AZ,49,318.94
762473,2014,FL,22,14.99
650248,2014,FL,47,28.28
179505,2014,AZ,32,307.2
708931,2014,FL,37,360.43
721843,2014,FL,44,492.45
941342,2014,GA,48,308.0
85040,2014,AL,52,23.07
500470,2014,FL,57,19.97
147955,2014,AZ,51,354.45
589677,2014,FL,33,13.96
966931,2014,IN,23,356.87
364218,2014,FL,34,357.9
697371,2014,FL,48,394.87
334711,2014,FL,47,379.4
555922,2014,FL,44,20.79
301715,2014,FL,63,969.06
14676,2014,AL,37,165.59
56316,2014,AL,54,605.04
428344,2014,FL,41,0.0
630596,2014,FL,65 and over,16.92
619264,2014,FL,57,17.26
899468,2014,GA,37,99.0
471670,2014,FL,53,491.04
759948,2014,FL,27,237.13
445910,2014,FL,28,346.78
57387,2014,AL,45,388.13
53783,2014,AL,64,878.19
909062,2014,GA,21,31.22
883363,2014,GA,40,23.74
648551,2014,FL,27,11.43
751009,2014,FL,58,32.23
563608,2014,FL,63,24.96
419553,2014,FL,46,0.0
699319,2014,FL,47,397.89
453714,2014,FL,37,387.68
692237,2014,FL,0-20,31.93
946721,2014,GA,22,166.74
566395,2014,FL,22,27.84
852133,2014,GA,52,583.53
542074,2014,FL,34,23.21
956178,2014,IN,47,315.32
198779,2014,AZ,58,452.96
914451,2014,GA,41,15.58
705972,2014,FL,43,483.87
905657,2014,GA,30,17.81
294868,2014,FL,43,409.53
885539,2014,GA,54,19.4
354237,2014,FL,58,647.26
432298,2014,FL,34,323.77
857817,2014,GA,24,343.87
16970,2014,AL,48,12.37
957562,2014,IN,25,284.68
548442,2014,FL,0-20,24.31
135035,2014,AZ,29,172.71
639868,2014,FL,55,27.04
577492,2014,FL,34,15.64
962677,2014,IN,34,386.79
74103,2014,AL,38,265.65
796172,2014,FL,49,48.94
365923,2014,FL,59,824.57
383143,2014,FL,21,260.56
333727,2014,FL,61,658.03
941371,2014,GA,54,397.0
495246,2014,FL,31,258.1
187406,2014,AZ,48,341.29
536421,2014,FL,54,30.9
920488,2014,GA,51,999999.0
595694,2014,FL,31,19.86
976895,2014,IN,43,22.89
760165,2014,FL,60,815.07
403551,2014,FL,28,330.87
74805,2014,AL,61,46.84
1013599,2014,IN,51,566.51
199534,2014,AZ,63,408.2
804428,2014,FL,25,49.34
739284,2014,FL,23,15.35
1036517,2014,IN,45,577.69
156369,2014,AZ,47,31.26
327290,2014,FL,62,759.63
1023677,2014,IN,62,25.98
691196,2014,FL,37,12.1
549289,2014,FL,51,24.31
808970,2014,FL,59,29.92
153,2014,AK,29,41.48
165344,2014,AZ,31,371.0
313845,2014,FL,56,656.64
159924,2014,AZ,60,24.2
820824,2014,FL,61,54.95
741859,2014,FL,41,15.77
475584,2014,FL,57,666.67
472277,2014,FL,62,644.29
443539,2014,FL,41,464.92
112577,2014,AZ,43,411.72
766841,2014,FL,0-20,16.99
848583,2014,GA,32,359.41
1247,2014,AK,53,0.0
276809,2014,FL,58,833.82
139097,2014,AZ,32,256.72
845804,2014,GA,28,261.71
120466,2014,AZ,57,506.36
278376,2014,FL,31,339.81
637260,2014,FL,39,10.76
1021409,2014,IN,22,25.98
283066,2014,FL,30,270.54
1008300,2014,IN,43,495.56
697903,2014,FL,40,332.54
618127,2014,FL,41,18.41
829680,2014,FL,39,33.97
49655,2014,AL,44,449.09
265213,2014,FL,50,629.56
482939,2014,FL,52,510.58
308645,2014,FL,32,295.07
757063,2014,FL,40,275.69
568240,2014,FL,23,31.13
196852,2014,AZ,36,238.29
1037245,2014,IN,36,470.97
604347,2014,FL,36,27.18
413325,2014,FL,49,24.61
397826,2014,FL,31,178.0
317495,2014,FL,41,256.62
412357,2014,FL,0-20,20.92
71466,2014,AL,23,365.43
955121,2014,IN,40,359.17
997971,2014,IN,28,38.05
816267,2014,FL,58,33.7
521969,2014,FL,47,35.0
143162,2014,AZ,52,642.56
708905,2014,FL,32,340.98
627573,2014,FL,26,9.06
958958,2014,IN,48,468.31
529112,2014,FL,41,369.92
888333,2014,GA,51,1051.0
809318,2014,FL,39,29.92
972006,2014,IN,53,396.35
801357,2014,FL,36,30.11
902435,2014,GA,30,31.9
378350,2014,FL,62,1070.34
804231,2014,FL,58,24.25
463170,2014,FL,63,583.02
581962,2014,FL,54,20.99
44253,2014,AL,54,352.84
808136,2014,FL,53,49.34
888910,2014,GA,57,1057.0
1033348,2014,IN,46,589.14
774982,2014,FL,65 and over,14.99
210523,2014,AZ,50,541.82
824011,2014,FL,28,32.88
535892,2014,FL,40,34.26
797288,2014,FL,61,48.94
430458,2014,FL,29,33.47
644940,2014,FL,61,15.9
937034,2014,GA,61,692.0
939448,2014,GA,37,226.0
740666,2014,FL,56,11.01
124262,2014,AZ,34,268.86
103227,2014,AZ,59,707.81
979040,2014,IN,49,554.19
169717,2014,AZ,45,395.41
781526,2014,FL,31,15.99
135902,2014,AZ,62,683.23
777510,2014,FL,63,16.99
150530,2014,AZ,50,332.85
65929,2014,AL,65 and over,919.89
384354,2014,FL,28,317.71
980414,2014,IN,43,463.96
75763,2014,AL,53,28.58
77033,2014,AL,35,28.81
91472,2014,AZ,38,99.0
549972,2014,FL,50,23.51
57479,2014,AL,22,279.71
333362,2014,FL,62,687.86
863933,2014,GA,22,9999.0
758849,2014,FL,32,416.87
903417,2014,GA,42,22.83
835553,2014,GA,24,32.76
561398,2014,FL,35,16.62
162742,2014,AZ,30,999999.0
748627,2014,FL,22,38.62
408992,2014,FL,60,24.61
58076,2014,AL,34,272.03
28677,2014,AL,47,519.36
853880,2014,GA,33,522.22
214618,2014,AZ,62,739.42
914343,2014,GA,65 and over,23.01
985794,2014,IN,30,0.0
877746,2014,GA,50,28.69
269123,2014,FL,26,276.81
354835,2014,FL,35,247.46
51559,2014,AL,60,643.46
152977,2014,AZ,59,803.3
748197,2014,FL,52,40.36
315672,2014,FL,49,491.57
242448,2014,FL,41,99.99
976267,2014,IN,36,344.17
840478,2014,GA,27,52.27
927644,2014,GA,35,21.78
403256,2014,FL,46,458.62
146522,2014,AZ,44,350.39
745702,2014,FL,24,247.76
77404,2014,AL,38,28.81
600659,2014,FL,28,32.85
1036781,2014,IN,29,200.84
946151,2014,GA,50,406.9
535884,2014,FL,38,22.53
545158,2014,FL,53,30.63
81450,2014,AL,51,23.89
132885,2014,AZ,43,312.06
859528,2014,GA,33,381.46
247032,2014,FL,25,15.2
49987,2014,AL,35,461.35
981831,2014,IN,34,431.07
857767,2014,GA,0-20,138.61
777941,2014,FL,34,21.99
376729,2014,FL,34,357.84
592361,2014,FL,56,38.03
916046,2014,GA,65 and over,33.28
713537,2014,FL,38,279.21
530642,2014,FL,Family Option,24.42
46456,2014,AL,27,293.08
1030914,2014,IN,41,429.22
1009823,2014,IN,26,436.04
462095,2014,FL,46,293.37
448536,2014,FL,44,419.42
633681,2014,FL,44,13.45
919778,2014,GA,28,999999.0
511553,2014,FL,54,26.98
425167,2014,FL,58,24.61
755389,2014,FL,22,30.45
898263,2014,GA,46,22.03
390309,2014,FL,62,1021.85
897990,2014,GA,49,24.55
279248,2014,FL,26,310.34
264184,2014,FL,49,515.75
1006816,2014,IN,21,320.9
480158,2014,FL,31,270.55
441268,2014,FL,65 and over,929.36
523819,2014,FL,52,546.17
779584,2014,FL,21,15.99
564020,2014,FL,53,31.13
738422,2014,FL,62,11.01
486170,2014,FL,63,694.29
791743,2014,FL,36,48.94
597083,2014,FL,40,21.41
199339,2014,AZ,60,409.71
829809,2014,FL,30,54.51
292999,2014,FL,29,362.28
280503,2014,FL,60,837.09
577267,2014,FL,35,15.05
911669,2014,GA,36,15.72
847746,2014,GA,49,346.52
1007181,2014,IN,49,524.08
409937,2014,FL,40,0.0
337200,2014,FL,49,349.03
821124,2014,FL,39,26.74
1024306,2014,IN,22,363.68
125226,2014,AZ,61,779.18
954992,2014,IN,64,835.35
244289,2014,FL,42,99.99
387283,2014,FL,21,350.49
8828,2014,AK,34,361.0
812935,2014,FL,38,33.7
896947,2014,GA,64,36.96
268200,2014,FL,25,346.36
96401,2014,AZ,45,57.05
184328,2014,AZ,30,250.52
351436,2014,FL,43,262.73
9116,2014,AK,45,552.0
368824,2014,FL,37,331.86
664577,2014,FL,36,30.05
229029,2014,AZ,64,9.81
979534,2014,IN,51,635.93
1002604,2014,IN,54,576.43
704805,2014,FL,40,377.91
534174,2014,FL,64,33.84
651032,2014,FL,25,28.78
772552,2014,FL,27,15.99
727524,2014,FL,25,223.86
951844,2014,IN,42,224.07
506083,2014,FL,58,40.11
260151,2014,FL,50,564.14
577659,2014,FL,21,23.21
157805,2014,AZ,57,49.95
720998,2014,FL,59,919.2
378580,2014,FL,39,305.19
952772,2014,IN,25,202.95
319992,2014,FL,47,324.41
186667,2014,AZ,38,281.33
762683,2014,FL,48,14.99
211761,2014,AZ,37,380.18
313882,2014,FL,28,207.7
355717,2014,FL,62,719.28
155105,2014,AZ,25,272.64
136959,2014,AZ,50,360.93
935563,2014,GA,42,345.0
266006,2014,FL,36,412.03
972887,2014,IN,40,246.82
502852,2014,FL,47,19.97
879277,2014,GA,34,18.73
33826,2014,AL,38,284.53
340150,2014,FL,52,364.51
959357,2014,IN,26,337.47
847732,2014,GA,46,401.49
98032,2014,AZ,0-20,61.03
578179,2014,FL,33,14.08
140181,2014,AZ,27,180.29
332718,2014,FL,62,711.4
418534,2014,FL,56,0.0
367412,2014,FL,21,254.55
83568,2014,AL,52,23.07
392081,2014,FL,28,329.86
611143,2014,FL,45,38.94
968806,2014,IN,44,532.01
129353,2014,AZ,34,265.36
847924,2014,GA,38,290.06
120648,2014,AZ,48,327.86
649075,2014,FL,59,17.26
68695,2014,AL,0-20,162.74
24266,2014,AL,30,24.34
26576,2014,AL,40,24.21
707879,2014,FL,57,641.51
48752,2014,AL,49,589.05
345302,2014,FL,52,479.06
168943,2014,AZ,53,389.84
633530,2014,FL,60,20.67
37699,2014,AL,31,309.96
826791,2014,FL,48,33.15
404201,2014,FL,52,471.86
22368,2014,AL,64,8.34
672131,2014,FL,41,21.82
727410,2014,FL,49,378.48
246461,2014,FL,52,16.4
52594,2014,AL,43,543.44
558020,2014,FL,49,24.31
655973,2014,FL,58,18.11
349694,2014,FL,40,306.68
670565,2014,FL,40,17.26
601818,2014,FL,37,27.18
774224,2014,FL,43,17.99
748710,2014,FL,59,42.66
228361,2014,AZ,52,27.22
99993,2014,AZ,57,572.79
148355,2014,AZ,37,361.32
846915,2014,GA,0-20,108.9
467332,2014,FL,39,389.61
148550,2014,AZ,48,396.31
528582,2014,FL,63,735.52
95304,2014,AZ,52,44.3
165568,2014,AZ,51,640.81
1002781,2014,IN,22,438.18
26951,2014,AL,47,26.25
555304,2014,FL,58,30.95
285171,2014,FL,25,245.73
544164,2014,FL,38,24.39
559331,2014,FL,36,24.31
397579,2014,FL,60,325.0
708089,2014,FL,53,534.3
654086,2014,FL,34,9.06
616132,2014,FL,55,17.26
633421,2014,FL,52,25.36
922733,2014,GA,61,999999.0
315098,2014,FL,38,249.76
447809,2014,FL,55,600.58
272858,2014,FL,31,248.63
574336,2014,FL,47,18.63
999598,2014,IN,40,99.99
532823,2014,FL,24,35.72
264818,2014,FL,60,928.21
39517,2014,AL,27,202.79
665523,2014,FL,49,9.06
367408,2014,FL,65 and over,740.94
1967,2014,AK,41,293.0
579863,2014,FL,48,20.81
35619,2014,AL,29,305.63
82137,2014,AL,26,23.89
292585,2014,FL,52,578.36
398260,2014,FL,51,268.0
855712,2014,GA,32,443.8
940272,2014,GA,64,609.0
113779,2014,AZ,54,509.43
175350,2014,AZ,29,262.65
651836,2014,FL,59,29.57
1031592,2014,IN,30,417.82
914540,2014,GA,59,23.61
527449,2014,FL,34,259.6
156666,2014,AZ,22,49.95
853300,2014,GA,55,783.35
573596,2014,FL,37,16.62
455332,2014,FL,45,417.88
911314,2014,GA,57,48.9
867999,2014,GA,53,12.18
71627,2014,AL,63,1110.04
367996,2014,FL,37,293.75
732038,2014,FL,0-20,19.93
1020672,2014,IN,57,897.29
164914,2014,AZ,26,208.0
504901,2014,FL,26,19.97
754510,2014,FL,63,37.39
729614,2014,FL,45,126.66
410040,2014,FL,53,24.61
548064,2014,FL,36,21.15
650107,2014,FL,23,17.26
310472,2014,FL,25,252.71
347225,2014,FL,48,420.33
191615,2014,AZ,61,651.05
280591,2014,FL,23,314.89
557697,2014,FL,31,19.12
340196,2014,FL,29,225.08
677731,2014,FL,50,12.61
634809,2014,FL,56,24.85
278908,2014,FL,38,399.97
685807,2014,FL,30,20.24
727057,2014,FL,64,1056.82
303637,2014,FL,58,773.87
977696,2014,IN,29,272.49
67874,2014,AL,45,521.84
719882,2014,FL,65 and over,1054.1
107635,2014,AZ,21,239.09
933084,2014,GA,53,561.0
772982,2014,FL,43,14.99
867593,2014,GA,34,28.44
755176,2014,FL,39,27.0
915530,2014,GA,55,39.55
711928,2014,FL,39,281.89
117190,2014,AZ,46,365.01
788276,2014,FL,65 and over,49.34
40770,2014,AL,47,337.25
669326,2014,FL,64,16.92
854067,2014,GA,25,408.08
736307,2014,FL,39,15.35
705265,2014,FL,40,379.81
1045220,2014,IN,36,309.98
843346,2014,GA,43,346.67
47822,2014,AL,46,679.52
962533,2014,IN,54,742.25
494227,2014,FL,24,234.79
549983,2014,FL,52,23.31
305566,2014,FL,56,411.35
891653,2014,GA,53,1053.0
475889,2014,FL,40,314.89
361423,2014,FL,63,905.05
26784,2014,AL,64,31.61
583840,2014,FL,61,27.08
320164,2014,FL,41,308.15
858055,2014,GA,32,359.19
588913,2014,FL,64,22.6
727160,2014,FL,29,395.46
987005,2014,IN,38,11.57
164575,2014,AZ,55,499.0
615450,2014,FL,36,16.74
439576,2014,FL,61,850.27
482384,2014,FL,49,412.49
645671,2014,FL,59,9.06
518350,2014,FL,31,287.39
415340,2014,FL,25,0.0
283008,2014,FL,47,398.48
571637,2014,FL,59,24.53
267993,2014,FL,51,612.01
64229,2014,AL,54,626.61
467242,2014,FL,41,293.35
92318,2014,AZ,56,29.58
502103,2014,FL,34,27.11
621861,2014,FL,22,9.06
519565,2014,FL,41,29.0
509283,2014,FL,38,26.4
217320,2014,AZ,47,378.43
55830,2014,AL,24,250.78
865549,2014,GA,28,22.19
1017965,2014,IN,26,377.02
940557,2014,GA,29,222.0
1029948,2014,IN,21,309.33
593022,2014,FL,27,23.48
172209,2014,AZ,53,0.0
987001,2014,IN,36,11.57
789625,2014,FL,34,29.68
938640,2014,GA,60,501.0
184649,2014,AZ,49,374.64
1042158,2014,IN,52,777.4
688696,2014,FL,21,12.1
237551,2014,FL,0-20,23.37
172229,2014,AZ,27,0.0
547839,2014,FL,37,24.31
218939,2014,AZ,56,1236.23
710289,2014,FL,33,351.65
897349,2014,GA,52,24.55
854140,2014,GA,39,480.91
310863,2014,FL,37,354.66
589772,2014,FL,52,18.89
91274,2014,AZ,24,99.0
71819,2014,AL,65 and over,865.71
571706,2014,FL,27,13.88
572610,2014,FL,23,31.13
967316,2014,IN,48,20.92
850086,2014,GA,57,494.71
204396,2014,AZ,36,247.89
544598,2014,FL,33,20.55
673352,2014,FL,41,31.93
409253,2014,FL,46,24.61
999809,2014,IN,21,99.99
981006,2014,IN,37,32.11
797729,2014,FL,42,29.68
795013,2014,FL,40,24.25
88434,2014,AL,47,24.08
314965,2014,FL,64,729.76
380184,2014,FL,59,653.12
502439,2014,FL,48,28.01
660220,2014,FL,65 and over,22.38
578701,2014,FL,46,21.66
327418,2014,FL,34,317.69
873078,2014,GA,62,16.47
652274,2014,FL,48,9.06
438131,2014,FL,38,406.07
802115,2014,FL,58,30.11
393369,2014,FL,28,203.28
627775,2014,FL,35,27.34
436486,2014,FL,39,380.36
441783,2014,FL,30,283.77
382572,2014,FL,57,547.54
1012082,2014,IN,22,179.02
657273,2014,FL,64,42.42
556719,2014,FL,65 and over,31.22
660864,2014,FL,65 and over,42.2
279761,2014,FL,32,409.87
1034922,2014,IN,42,454.49
223186,2014,AZ,64,714.64
216590,2014,AZ,49,353.45
888708,2014,GA,52,1052.0
988872,2014,IN,51,28.13
84199,2014,AL,45,38.18
123424,2014,AZ,51,401.59
201704,2014,AZ,53,276.6
578446,2014,FL,41,17.0
764161,2014,FL,54,21.99
255753,2014,FL,64,1154.83
824625,2014,FL,44,26.95
248603,2014,FL,32,16.0
762771,2014,FL,44,14.99
157444,2014,AZ,64,49.95
716095,2014,FL,44,427.63
938769,2014,GA,40,233.0
184178,2014,AZ,46,375.99
1000345,2014,IN,51,99.99
813088,2014,FL,53,54.95
822718,2014,FL,23,33.15
311315,2014,FL,33,284.02
976165,2014,IN,23,20.92
